"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_HOME","HAS_INTERNET","TEACHER_TECH_ACCESS","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","SES_2011","BYA50A_1","BYA50B_1","BYA50C_1","BYA50D_1","BYA50E_1","BYA50F_1","BYA50G_1","BYA50H_1","BYA50K_1","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ"
"11093","Public","Black","Two Parents",-0.06,"Attend PS/Associate's","Bachelor's","1","1",0,-7,22,45.33,"2",FALSE,FALSE,6,8,0.09,1,2,1,2,2,1,1,1,2,"<=30%",FALSE
"11094","Public","White","Two Parents",0.75,"Bachelors","Advanced Degree","1","1",0,-7,25,61.52,"4",FALSE,FALSE,8,10,0.65,1,1,2,3,3,2,1,2,3,"<=30%",FALSE
"11095","Public",NA,"Two Parents",0.87,"Advanced Degree","Advanced Degree","1","1",0,-8,25,57.99,"1",TRUE,FALSE,10,10,0.05,3,2,4,4,3,4,3,3,4,"<=30%",FALSE
"11096","Public","Black","Single/Absent Parent",-0.67,"Some HS/GED","Advanced Degree","1","1",10,100,40.068,37.34,"1",TRUE,FALSE,4,12,0.13,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11097","Public","White","Two Parents",-0.6,"Some HS/GED","Advanced Degree","0","0",10,100,40.068,50.94,"1",FALSE,FALSE,4,12,0.42,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11098","Public","API","Two Parents",0.42,"Bachelors","Advanced Degree","1","1",10,100,40.068,47.84,"4",FALSE,TRUE,8,12,0.97,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11099","Public","Hispanic","Two Parents",-0.8,"Some HS/GED","Advanced Degree","1","0",10,100,40.068,27.94,"2",FALSE,FALSE,4,10,0.13,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11100","Public","Black","Two Parents",-0.94,"Some HS/GED","Advanced Degree","1","0",10,100,40.068,41.85,"2",FALSE,FALSE,4,12,0,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11101","Public","Hispanic","Two Parents",-0.61,"Attend PS/Associate's","Bachelor's","1","1",10,100,40.068,39.28,"1",TRUE,FALSE,6,8,0.39,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11102","Public","Black","Two Parents",-0.51,"Some HS/GED","Some HS/GED","1","1",10,100,40.068,33.56,"1",TRUE,FALSE,4,4,0,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11103","Public","Hispanic","Single/Absent Parent",0.01,"Advanced Degree","Advanced Degree","0","0",10,100,40.068,33.19,"1",TRUE,FALSE,12,12,0.13,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11104","Public","Black","Two Parents",-0.07,"Attend PS/Associate's","Bachelor's","1","1",10,100,40.068,30.32,"1",FALSE,FALSE,5,8,0,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11105","Public","API","Two Parents",0.4,"Bachelors","Bachelor's","1","1",10,100,40.068,34.17,"2",FALSE,FALSE,8,8,0,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11106","Public","Black","Single/Absent Parent",-0.24,"Attend PS/Associate's","Advanced Degree","0","1",10,100,40.068,36.57,"2",TRUE,FALSE,5,10,0.13,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11107","Public","Black","Single/Absent Parent",-0.5,"Attend PS/Associate's","Bachelor's","1","1",10,100,40.068,48.65,"4",FALSE,TRUE,5,8,1.07,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11108","Public","Hispanic","Two Parents",-0.93,"Some HS/GED","Bachelor's","0","0",10,100,40.068,33.29,"1",TRUE,FALSE,1,8,0,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11109","Public","Black","Single/Absent Parent",-1.19,"Some HS/GED","Bachelor's","1","1",10,100,40.068,43.62,"1",FALSE,FALSE,4,8,0.39,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11110","Public","Hispanic","Two Parents",-0.93,"Some HS/GED","Bachelor's","0","0",10,100,40.068,34.59,"1",FALSE,FALSE,1,8,0.13,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11111","Public","Hispanic","Single/Absent Parent",-0.36,"Attend PS/Associate's","Advanced Degree","0","0",10,100,40.068,49.82,"1",FALSE,FALSE,7,12,0.42,3,2,3,2,3,3,1,3,2,"<=75%",TRUE
"11112","Public",NA,"Two Parents",0.16,"Bachelors","Advanced Degree","1","1",0,-7,14.28,53.92,"4",FALSE,TRUE,8,10,0.86,1,1,2,3,1,3,3,2,1,"<=5%",FALSE
"11113","Public","Black","Two Parents",-0.26,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,20.67,54.11,"4",FALSE,FALSE,7,12,0.65,1,1,2,3,1,2,1,1,2,"<=5%",FALSE
"11114","Public","API","Single/Absent Parent",0.24,"Bachelors","Advanced Degree","1","1",0,-7,21.5,60.59,"3",FALSE,TRUE,8,12,0.05,4,3,3,4,2,3,3,3,3,"<=5%",FALSE
"11115","Public","White","Two Parents",0.16,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,21.5,58.93,"4",FALSE,TRUE,6,10,1.01,2,2,3,4,3,4,2,1,3,"<=5%",FALSE
"11116","Public",NA,"Two Parents",-1.33,"Some HS/GED","Advanced Degree","1","1",0,-7,25,45.83,"2",FALSE,FALSE,4,10,0.38,3,3,2,2,3,2,1,2,1,"<=5%",FALSE
"11117","Public","White","Two Parents",-0.93,"Some HS/GED","Bachelor's","1","1",0,-7,21.5,53.24,"2",FALSE,FALSE,1,6,0.35,1,2,4,4,4,3,3,3,3,"<=5%",FALSE
"11118","Public","Black","Two Parents",0.56,"Advanced Degree","Advanced Degree","1","1",0,-7,25,60.89,"4",FALSE,TRUE,10,10,1.18,1,1,2,3,1,3,1,1,3,"<=5%",FALSE
"11119","Public","White","Two Parents",1.26,"Advanced Degree","Advanced Degree","1","1",0,-7,25,59.76,"4",FALSE,TRUE,10,12,1.44,1,1,2,1,4,2,2,3,3,"<=5%",FALSE
"11120","Public","Hispanic","Two Parents",-1.04,"Some HS/GED","Bachelor's","1","0",0,-7,25,39.51,"1",TRUE,FALSE,4,8,0.08,1,2,2,1,1,1,1,1,1,"<=5%",FALSE
"11121","Public","Black","Single/Absent Parent",0.49,"Advanced Degree","Advanced Degree","1","1",0,-7,20.67,54.58,"3",FALSE,TRUE,10,10,0.2,1,1,1,2,2,3,2,2,1,"<=5%",FALSE
"11122","Public","Black","Single/Absent Parent",0.56,"Advanced Degree","Advanced Degree","1","1",0,-7,29.6,38.26,"3",FALSE,FALSE,10,12,0.43,2,2,3,3,2,3,2,2,1,"<=5%",FALSE
"11123","Public","White","Two Parents",0.22,"Bachelors","Bachelor's","1","1",0,-7,25,63.34,"3",FALSE,FALSE,8,8,0.12,3,3,3,3,3,3,3,3,3,"<=5%",FALSE
"11124","Public","API","Two Parents",-1.13,"Some HS/GED","Bachelor's","1","1",0,-7,20.67,39.33,"3",FALSE,FALSE,4,8,0.34,1,1,1,2,1,2,2,2,1,"<=5%",FALSE
"11125","Public","White","Two Parents",0.67,"Bachelors","Advanced Degree","1","1",0,-7,25,59.45,"4",FALSE,TRUE,8,10,0.63,3,3,3,4,3,3,1,1,2,"<=5%",FALSE
"11126","Public","Black","Single/Absent Parent",0.39,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,21.5,42.83,"2",FALSE,FALSE,7,10,0.19,4,3,4,4,4,4,3,3,4,"<=5%",FALSE
"11127","Public","Black","Single/Absent Parent",1.54,"Advanced Degree","Advanced Degree","1","1",0,-7,21.5,53.28,"4",FALSE,TRUE,12,12,1.09,2,2,4,4,2,3,3,3,4,"<=5%",FALSE
"11128","Public","Hispanic","Two Parents",0.49,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,21.5,61.43,"3",FALSE,TRUE,7,10,0.19,1,2,4,4,3,2,1,2,2,"<=5%",FALSE
"11129","Public","Other","Two Parents",0.23,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,25,65.92,"4",FALSE,TRUE,6,12,0.65,1,1,1,1,1,1,1,2,1,"<=5%",FALSE
"11130","Public",NA,"Two Parents",-0.18,"Attend PS/Associate's","Bachelor's","1","1",0,-7,25,51.97,"4",FALSE,TRUE,5,7,0.66,2,3,1,1,1,2,1,2,1,"<=5%",FALSE
"11131","Public","White","Two Parents",0.19,"Bachelors","Bachelor's","1","1",0,-7,25,44.76,"1",FALSE,FALSE,8,6,0,3,4,4,4,4,3,3,4,4,"<=5%",FALSE
"11132","Public","Hispanic","Two Parents",0.01,"Attend PS/Associate's","Bachelor's","1","1",0,-7,21.5,57.87,"3",FALSE,FALSE,5,8,0.15,1,1,1,1,1,2,1,1,2,"<=5%",FALSE
"11133","Public","White","Two Parents",-0.52,"Some HS/GED","Bachelor's","1","1",13,100,40,45.41,"2",FALSE,FALSE,4,6,0.44,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11134","Public","White","Two Parents",0.02,"Bachelors","Advanced Degree","1","1",13,100,40,60.55,"4",FALSE,TRUE,8,10,0.76,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11135","Public","Hispanic","Two Parents",1.04,"Bachelors","Bachelor's","1","1",13,100,40,44.57,"3",FALSE,FALSE,8,8,0.16,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11136","Public",NA,"Two Parents",0.2,"Bachelors","Advanced Degree","1","1",13,100,40,57.51,"4",FALSE,TRUE,8,10,1.68,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11137","Public","Other","Two Parents",0.24,"Bachelors","Advanced Degree","1","1",13,100,40,50.99,"3",FALSE,TRUE,8,10,0.23,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11138","Public","API","Two Parents",0.67,"Bachelors","Advanced Degree","1","1",13,100,40,64.59,"4",FALSE,TRUE,8,12,1.27,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11139","Public","White","Two Parents",1.54,"Advanced Degree","Advanced Degree","1","1",13,100,40,65.84,"4",FALSE,TRUE,12,12,1.43,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11140","Public",NA,"Two Parents",0.35,"Bachelors","Advanced Degree","1","1",13,100,40,59.56,"3",FALSE,TRUE,8,12,0.1,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11141","Public",NA,"Two Parents",0.06,"Bachelors","Bachelor's","1","1",13,100,40,49.2,"2",FALSE,FALSE,8,8,0.38,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11142","Public","White","Two Parents",-0.26,"Attend PS/Associate's","Bachelor's","1","1",13,100,40,62.75,"4",FALSE,TRUE,7,8,1.53,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11143","Public","White","Single/Absent Parent",-0.08,"Attend PS/Associate's","Bachelor's","1","1",13,100,40,46.83,"4",FALSE,TRUE,6,8,1.17,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11144","Public",NA,"Two Parents",0.33,"Bachelors","Advanced Degree","1","1",13,100,40,46.05,"4",FALSE,FALSE,8,12,0.74,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11145","Public","White","Two Parents",0.55,"Bachelors","Advanced Degree","1","1",13,100,40,66.72,"4",FALSE,TRUE,8,10,2.08,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11146","Public","White","Two Parents",0.98,"Advanced Degree","Advanced Degree","1","1",13,100,40,58.39,"4",FALSE,TRUE,10,10,0.91,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11147","Public","White","Two Parents",0.65,"Advanced Degree","Advanced Degree","1","1",13,100,40,48.83,"3",FALSE,TRUE,10,10,0.15,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11148","Public",NA,"Two Parents",0.92,"Bachelors","Advanced Degree","1","1",13,100,40,48.93,"4",FALSE,TRUE,8,10,0.55,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11149","Public","White","Single/Absent Parent",0.08,"Bachelors","Bachelor's","1","1",13,100,40,58.26,"4",FALSE,TRUE,8,8,1.08,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11150","Public","White","Two Parents",0.6,"Bachelors","Advanced Degree","1","1",13,100,40,58.62,"3",FALSE,FALSE,8,10,0.2,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11151","Public","White","Single/Absent Parent",0.17,"Bachelors","Advanced Degree","1","1",13,100,40,70.61,"4",FALSE,TRUE,8,10,0.92,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11152","Public","White","Two Parents",0.07,"Attend PS/Associate's","Advanced Degree","1","1",13,100,40,64.37,"2",FALSE,TRUE,6,10,0.49,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11153","Public","White","Two Parents",0.94,"Bachelors","Advanced Degree","1","1",13,100,40,61.55,"3",FALSE,TRUE,8,10,0.21,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"11154","Public","White","Two Parents",0.39,"Advanced Degree","Bachelor's","1","1",15,100,38.49,52.08,"2",FALSE,FALSE,12,8,0.3,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11155","Public","White","Two Parents",1.15,"Advanced Degree","Advanced Degree","1","1",15,100,38.49,65.66,"4",FALSE,TRUE,10,10,0.94,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11156","Public","White","Two Parents",-0.69,"Some HS/GED","Some HS/GED","0","0",15,100,38.49,28.33,"1",TRUE,FALSE,4,6,0.16,1,1,2,1,2,2,1,2,1,"<=50%",FALSE
"11157","Public","White","Two Parents",0.58,"Bachelors","Advanced Degree","1","1",15,100,38.49,59.82,"2",FALSE,FALSE,8,10,0.36,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11158","Public","Hispanic","Two Parents",-0.24,"Some HS/GED","Bachelor's","1","1",15,100,38.49,53.3,"4",FALSE,TRUE,4,8,1.49,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11159","Public","Black","Two Parents",0.49,"Bachelors","Advanced Degree","1","1",15,100,38.49,47.18,"2",FALSE,FALSE,8,10,0.13,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11160","Public","White","Two Parents",0.37,"Advanced Degree","Bachelor's","1","1",15,100,38.49,48.8,"2",FALSE,FALSE,10,8,0.1,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11161","Public","White","Two Parents",0.57,"Attend PS/Associate's","Advanced Degree","1","1",15,100,38.49,56.65,"2",FALSE,FALSE,6,10,0.28,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11162","Public","API","Two Parents",1.05,"Advanced Degree","Bachelor's","1","1",15,100,38.49,38.76,"3",FALSE,FALSE,10,7,0.35,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11163","Public",NA,"Two Parents",-0.9,"Some HS/GED","Bachelor's","1","0",15,100,38.49,46.55,"2",FALSE,FALSE,1,8,0.01,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11164","Public","White","Two Parents",0.28,"Bachelors","Bachelor's","1","1",15,100,38.49,58.64,"3",FALSE,FALSE,8,8,0.15,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11165","Public","White","Two Parents",-0.06,"Some HS/GED","Bachelor's","1","1",15,100,38.49,35.91,"3",FALSE,FALSE,4,8,0.43,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11166","Public","White","Single/Absent Parent",0.48,"Bachelors","Bachelor's","1","1",15,100,38.49,55.41,"4",FALSE,TRUE,8,8,0.53,1,1,2,1,2,2,1,2,1,"<=50%",FALSE
"11167","Public","Hispanic","Two Parents",1.05,"Advanced Degree","Some HS/GED","1","1",15,100,38.49,64.08,"4",FALSE,TRUE,10,4,0.55,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11168","Public","Hispanic","Single/Absent Parent",0.72,"Advanced Degree","Bachelor's","1","1",15,100,38.49,35.63,"3",FALSE,FALSE,10,8,0.02,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11169","Public",NA,"Two Parents",-0.94,"Attend PS/Associate's","Advanced Degree","1","0",15,100,38.49,56.35,"1",FALSE,FALSE,5,10,0.08,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11170","Public","White","Two Parents",-0.5,"Some HS/GED","Some HS/GED","1","1",15,100,38.49,48.18,"3",TRUE,FALSE,1,4,0.14,1,1,2,1,2,2,1,2,1,"<=50%",FALSE
"11171","Public","White","Two Parents",0.21,"Attend PS/Associate's","Advanced Degree","1","1",15,100,38.49,58.43,"4",FALSE,FALSE,7,12,0.58,1,1,2,1,2,2,1,2,1,"<=30%",FALSE
"11172","Public","Black","Two Parents",-0.34,"Some HS/GED","Advanced Degree","0","0",15,100,38.49,50.02,"1",TRUE,FALSE,4,10,0.09,1,1,2,1,2,2,1,2,1,"<=50%",FALSE
"11173","Public",NA,"Two Parents",-1.25,"Some HS/GED","Bachelor's","0","1",0,-8,30,42.22,"1",FALSE,FALSE,1,8,0.42,1,2,1,1,2,1,1,1,1,"<=30%",FALSE
"11174","Public",NA,"Two Parents",0.92,"Advanced Degree","Bachelor's","1","0",0,-8,25.854,58.11,"1",FALSE,FALSE,10,8,0.4,1,1,1,2,1,1,1,1,1,"<=30%",FALSE
"11175","Public","Black","Single/Absent Parent",-0.05,"Attend PS/Associate's","Bachelor's","1","1",0,-7,18.855,41.69,"3",FALSE,TRUE,6,8,0.34,1,1,2,3,1,3,2,2,3,"<=50%",FALSE
"11176","Public","Hispanic","Two Parents",0.2,"Advanced Degree","Advanced Degree","1","1",0,-7,22,42.67,"2",FALSE,FALSE,10,12,0.42,2,2,3,3,3,2,1,2,4,"<=50%",FALSE
"11177","Public","Black","Two Parents",-1.19,"Some HS/GED","Some HS/GED","0","0",0,-7,22,33.97,"1",TRUE,FALSE,4,4,0.16,1,1,1,3,1,2,1,1,2,"<=50%",FALSE
"11178","Public","Black","Single/Absent Parent",1.29,"Advanced Degree","Advanced Degree","1","1",0,-7,21.5,58.17,"3",FALSE,FALSE,12,12,0.15,4,3,3,3,2,2,2,3,3,"<=50%",FALSE
"11179","Public","White","Two Parents",0.27,"Bachelors","Bachelor's","1","0",0,-7,12.5,33.6,"3",FALSE,FALSE,8,6,0.05,2,1,2,2,1,2,1,1,2,"<=50%",FALSE
"11180","Public",NA,"Single/Absent Parent",0.94,"Advanced Degree","Bachelor's","1","1",0,-7,25,51.74,"1",FALSE,FALSE,10,8,0.04,1,1,3,3,1,2,2,2,1,"<=50%",FALSE
"11181","Public","Black","Two Parents",0.61,"Advanced Degree","Advanced Degree","1","1",0,-7,20.67,60.37,"1",TRUE,FALSE,10,12,0.45,1,1,1,2,1,2,2,3,3,"<=50%",FALSE
"11182","Public","Black","Two Parents",-0.41,"Some HS/GED","Some HS/GED","1","1",0,-7,20.67,43.41,"2",TRUE,FALSE,4,6,0.08,3,3,4,4,2,3,3,4,4,"<=50%",FALSE
"11183","Public","Hispanic","Two Parents",0.43,"Advanced Degree","Advanced Degree","0","0",0,-7,25,61.45,"1",TRUE,FALSE,10,12,0.08,1,2,4,3,3,4,2,2,4,"<=50%",FALSE
"11184","Public","Black","Single/Absent Parent",0.11,"Bachelors","Advanced Degree","1","1",0,-7,29.6,43.67,"2",FALSE,FALSE,8,12,0.36,1,1,1,2,1,1,2,2,1,"<=50%",FALSE
"11185","Public","Black","Single/Absent Parent",-0.32,"Bachelors","Bachelor's","1","1",0,-7,28.299,51.79,"4",FALSE,TRUE,8,8,0.72,1,1,2,2,1,3,2,1,3,"<=50%",FALSE
"11186","Public","Black","Single/Absent Parent",-1.17,"Some HS/GED","Advanced Degree","1","0",0,-7,28,26.35,"1",TRUE,FALSE,4,12,0.14,1,2,3,2,1,3,2,4,3,"<=50%",FALSE
"11187","Public","White","Single/Absent Parent",1.13,"Advanced Degree","Bachelor's","0","0",0,-7,25.854,57.96,"3",TRUE,FALSE,10,8,0.23,1,2,3,4,3,3,2,2,4,"<=50%",FALSE
"11188","Public","Black","Two Parents",-0.18,"Attend PS/Associate's","Advanced Degree","1","0",0,-7,12.5,47.75,"3",FALSE,FALSE,6,12,0.21,1,2,2,2,2,2,2,2,3,"<=50%",FALSE
"11189","Public","Hispanic","Two Parents",-0.46,"Advanced Degree","Advanced Degree","1","1",0,-7,26.1,48.59,"4",FALSE,TRUE,10,10,0.7,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"11190","Public",NA,"Single/Absent Parent",-0.99,"Attend PS/Associate's","Bachelor's","1","0",0,-7,25,43.53,"2",TRUE,FALSE,5,8,0.18,2,1,2,2,2,3,2,3,3,"<=50%",FALSE
"11191","Public","Hispanic","Two Parents",-1.11,"Some HS/GED","Bachelor's","1","1",0,-7,31.23,29.12,"1",TRUE,FALSE,4,8,0,3,3,3,3,3,2,2,2,1,"<=50%",FALSE
"11192","Public","Other","Two Parents",-0.46,"Attend PS/Associate's","Advanced Degree","0","0",0,-7,28,26.67,"2",FALSE,FALSE,5,10,0.09,1,1,2,2,3,3,2,3,2,"<=50%",FALSE
"11193","Public",NA,"Single/Absent Parent",0.13,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,24.04,42.83,"1",FALSE,FALSE,7,10,0.21,3,3,3,3,2,3,2,2,4,"<=50%",FALSE
"11194","Public","Other","Two Parents",-0.13,"Bachelors","Advanced Degree","1","1",0,-7,19,43.29,"3",FALSE,FALSE,8,12,0.11,1,3,3,3,2,2,2,2,2,"<=50%",FALSE
"11195","Public","White","Two Parents",-0.59,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,46.57,"2",FALSE,FALSE,5,6,0.35,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11196","Public","White","Two Parents",1.06,"Bachelors","Advanced Degree","1","1",10,70,31,62.01,"4",FALSE,FALSE,8,10,0.92,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11197","Public","API","Two Parents",-0.93,"Some HS/GED","Bachelor's","1","1",10,70,31,47.23,"3",FALSE,FALSE,4,8,0.34,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11198","Public","White","Two Parents",0.05,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,41.52,"3",FALSE,TRUE,7,6,0.08,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11199","Public","Black","Single/Absent Parent",0.33,"Advanced Degree","Some HS/GED","1","1",10,70,31,43.02,"4",FALSE,TRUE,12,4,0.73,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11200","Public","White","Two Parents",-0.26,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,58.03,"4",FALSE,FALSE,6,8,0.83,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11201","Public","White","Two Parents",-0.16,"Some HS/GED","Bachelor's","0","1",10,70,31,49.41,"4",FALSE,TRUE,4,8,0.65,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11202","Public","White","Two Parents",0.91,"Advanced Degree","Advanced Degree","1","1",10,70,31,55.39,"2",FALSE,FALSE,10,10,0.37,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11203","Public","White","Two Parents",0.05,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,53.64,"2",FALSE,FALSE,6,8,0.05,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11204","Public","White","Two Parents",-0.78,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,57.76,"4",FALSE,TRUE,6,8,1.05,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11205","Public","White","Two Parents",0.37,"Attend PS/Associate's","Advanced Degree","1","1",10,70,31,55.94,"2",FALSE,FALSE,6,10,0.01,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11206","Public","White","Two Parents",-0.05,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,44.01,"2",FALSE,FALSE,5,8,0.1,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11207","Public","White","Two Parents",-0.49,"Some HS/GED","Advanced Degree","1","0",10,70,31,60.77,"1",FALSE,FALSE,4,12,0.47,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11208","Public","White","Two Parents",-0.05,"Some HS/GED","Bachelor's","1","0",10,70,31,62.72,"2",FALSE,FALSE,4,6,0.3,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11209","Public","White","Two Parents",-0.34,"Attend PS/Associate's","Some HS/GED","0","0",10,70,31,51.94,"1",FALSE,FALSE,5,4,0.28,1,1,1,1,1,1,1,1,2,"<=50%",FALSE
"11210","Public","White","Two Parents",-0.47,"Some HS/GED","Some HS/GED","1","1",10,70,31,30.1,"1",FALSE,FALSE,4,4,0.12,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11211","Public","White","Two Parents",-0.56,"Some HS/GED","Bachelor's","1","0",10,70,31,54.89,"2",FALSE,TRUE,4,8,0.49,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11212","Public","Hispanic","Two Parents",-0.36,"Attend PS/Associate's","Advanced Degree","1","1",10,70,31,42.31,"2",FALSE,FALSE,5,12,0.05,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11213","Public","White","Two Parents",-0.01,"Bachelors","Advanced Degree","1","1",10,70,31,64.06,"4",FALSE,TRUE,8,12,1.09,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11214","Public","White","Two Parents",0.12,"Attend PS/Associate's","Bachelor's","1","1",10,70,31,57.23,"4",FALSE,TRUE,5,8,0.66,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11215","Public","Other","Two Parents",-0.57,"Some HS/GED","Advanced Degree","1","1",10,70,31,48.45,"3",FALSE,FALSE,4,12,0.36,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11216","Public","White","Two Parents",0.16,"Bachelors","Bachelor's","1","1",10,70,31,43.31,"2",FALSE,FALSE,8,6,0.26,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11217","Public","White","Two Parents",0.09,"Bachelors","Bachelor's","1","1",10,70,31,54.3,"3",FALSE,TRUE,8,8,0.09,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11218","Public","White","Two Parents",1.31,"Advanced Degree","Advanced Degree","1","1",10,70,31,58.79,"1",FALSE,FALSE,10,10,0.29,1,1,1,1,1,1,1,1,2,"<=30%",FALSE
"11219","Public","White","Two Parents",-0.1,"Attend PS/Associate's","Advanced Degree","1","1",12,30,30.75,48.26,"1",FALSE,FALSE,6,10,0.13,1,1,3,3,3,3,2,3,2,"<=30%",FALSE
"11220","Public","White","Two Parents",0.64,"Bachelors","Bachelor's","1","1",12,30,30.75,53.12,"3",FALSE,TRUE,8,8,0.24,1,1,3,3,3,3,2,3,2,"<=30%",FALSE
"11221","Public","White","Two Parents",0.37,"Bachelors","Bachelor's","1","1",12,30,30.75,58.39,"3",FALSE,TRUE,8,8,0.1,1,1,3,3,3,3,2,3,2,"<=30%",FALSE
"11222","Public","White","Two Parents",-0.09,"Attend PS/Associate's","Bachelor's","1","1",12,30,30.75,48.73,"3",FALSE,FALSE,6,8,0.17,1,1,3,3,3,3,2,3,2,"<=5%",FALSE
"11223","Public",NA,"Two Parents",0.58,"Advanced Degree","Advanced Degree","1","1",12,30,30.75,62.03,"3",FALSE,TRUE,10,10,0.46,1,1,3,3,3,3,2,3,2,"<=30%",FALSE
"11224","Public","White","Two Parents",-0.07,"Attend PS/Associate's","Bachelor's","1","1",12,30,30.75,44.31,"2",FALSE,FALSE,6,6,0.24,1,1,3,3,3,3,2,3,2,"<=30%",FALSE
